id,first_name,gender,age,expected_years_left,total years,criminal,IQ,health,job,skill,race,university,country,drug_use,smoking,relative_bais,psychopath,no_of_dependant,no_of_pet,killer,contribution_to_humanity
512,Lissa,Female,17,32,49,0.0,117,1,Executive Secretary,JSTL,Melanesian,Aichi Gakusen University,Japan,0,0,0,0,5.0,15.0,0,0
513,Jenica,Female,19,26,45,0.0,121,1,Occupational Therapist,RDMA,Native Hawaiian and Other Pacific Islander (NHPI),Xinjiang University,China,Seldom,0,0,0,8.0,1.0,0,0
514,Jonathon,Male,33,27,60,0.0,132,1,Executive Secretary,HR Transformation,Delaware,,Portugal,0,Weekly,0,0,18.0,0.0,0,0
515,Eartha,Female,34,12,46,0.0,135,1,Help Desk Technician,,Colville,Tafila Technical University ,Jordan,0,0,0,0,4.0,8.0,0,0
516,Lyssa,Female,8,7,15,0.0,97,0,Registered Nurse,,South American,"University College of Arts, Crafts and Design",Sweden,0,0,0,0,0.0,2.0,0,0
517,Sosanna,Female,54,31,85,0.0,108,1,Teacher,ISTQB,Paiute,Vladivostock State University of Economics,,0,0,0,0,1.0,7.0,0,0
518,Libbey,Female,13,36,49,0.0,105,1,Marketing Assistant,,Choctaw,University of Applied Sciences,Estonia,0,Never,0,0,10.0,4.0,0,0
519,Misti,Female,46,25,71,0.0,124,1,Quality Engineer,HtmlUnit,Korean,Nasarawa State University Keffi,,0,Once,0,0,2.0,2.0,0,0
520,Fritz,Male,7,32,39,0.0,107,0,Teacher,RF Design,Cambodian,Singidunum University,Serbia,0,Once,0,0,7.0,0.0,0,0
521,Robert,Male,28,41,69,1.0,108,1,Accountant II,DCOM,Panamanian,,,Weekly,Often,0,0,10.0,0.0,0,0
522,Nelia,Female,30,37,67,0.0,116,0,Physical Therapy Assistant,Broadcast Television,Cheyenne,Medical Academy in Lodz,Poland,0,0,0,0,0.0,0.0,0,0
523,Carmelina,Female,12,-6,6,0.0,102,1,Health Coach IV,,American Indian,Universidad de Huelva,Spain,0,Weekly,0,0,8.0,0.0,0,0
524,Ban,Male,46,29,75,0.0,116,0,Senior Financial Analyst,DSM-IV,Chickasaw,Universidade Federal de Pernambuco,Brazil,Never,0,0,0,7.0,4.0,0,0
525,Melodee,Female,17,26,43,0.0,102,1,Sales Associate,European Languages,Micronesian,Gotland University College,Sweden,Yearly,0,0,0,4.0,3.0,0,0
526,Deb,Female,28,26,54,0.0,104,0,Paralegal,Gel Electrophoresis,Asian,Universitas HKBP Nommensen,Indonesia,Daily,Often,0,0,1.0,2.0,0,0
527,Dolly,Female,29,39,68,0.0,103,0,Legal Assistant,,Bangladeshi,Ibra College of Technology,Oman,Never,0,0,0,11.0,10.0,0,0
528,Josepha,Female,25,38,63,0.0,99,1,Sales Representative,EOU,Comanche,Tokiwa University,Japan,0,0,0,0,9.0,8.0,0,0
529,Keelia,Female,30,23,53,0.0,122,1,Statistician IV,Nutrition Education,Alaskan Athabascan,Universidade Vale do Rio dos Sinos,Brazil,Monthly,0,0,0,4.0,19.0,0,0
530,Gill,Female,20,24,44,0.0,108,1,Chemical Engineer,,Guatemalan,Växjö University,Sweden,Never,Never,0,0,9.0,6.0,0,0
531,Silas,Male,20,33,53,0.0,110,0,Administrative Officer,Therapeutic Massage,Delaware,Universidad de La Guajira,Colombia,0,0,0,1,11.0,8.0,0,0
532,Jacquette,Female,39,45,84,0.0,124,1,Librarian,RLM,Yuman,,Russia,Never,0,0,0,0.0,12.0,0,0
533,Cozmo,Male,18,18,36,0.0,105,1,Executive Secretary,Tax Law,Yaqui,Universitas Sriwijaya,Indonesia,0,0,0,0,6.0,7.0,0,0
534,Curr,Male,40,32,72,0.0,130,1,Help Desk Technician,Ecotect,Spaniard,Moscow Power Engineering Institute (Technical University),Russia,0,0,0,0,1.0,0.0,0,0
535,Gallagher,Male,26,44,70,0.0,111,0,Software Consultant,,Tlingit-Haida,,Bosnia and Herzegovina,0,Weekly,0,0,0.0,0.0,0,0
536,Ellen,Female,14,18,32,1.0,108,0,Internal Auditor,RPG II,Chamorro,,United States,0,Monthly,0,0,0.0,4.0,0,0
537,Barr,Male,23,15,38,0.0,115,1,Dental Hygienist,SSL Duality,Lumbee,Universidade do Algarve,Portugal,Often,Often,0,0,0.0,0.0,0,0
538,Lizzie,Female,27,41,68,0.0,130,1,Programmer Analyst II,,Chinese,Hanoi University of Civil Engineering,Vietnam,0,0,0,0,0.0,0.0,0,0
539,Delmer,Male,29,19,48,0.0,105,1,Technical Writer,CDM Coordinator,Menominee,Universitas Kristen Maranatha,Indonesia,0,0,0,0,8.0,4.0,0,0
540,Julianne,Female,20,12,32,0.0,97,0,Dental Hygienist,,Uruguayan,Institut National Polytechnique de Lorraine,France,Daily,Often,0,0,1.0,0.0,0,0
541,Kip,Male,21,17,38,0.0,112,0,Executive Secretary,Translation,Creek,"University of Wales, Newport",United Kingdom,Seldom,Never,0,0,1.0,0.0,0,0
542,Armin,Male,42,37,79,0.0,119,0,Junior Executive,OWA,Bangladeshi,Bogor Agricultural University,Indonesia,Daily,0,0,0,2.0,0.0,0,0
543,Kali,Female,24,36,60,0.0,128,0,Research Nurse,Events Organisation,Iroquois,Escuela Agricola Panamericana Zamorano,,Seldom,0,0,0,0.0,6.0,0,0
544,Concordia,Female,29,28,57,0.0,113,0,Senior Sales Associate,OTP,Kiowa,Universidad Privada del Valle,,Weekly,Yearly,0,0,0.0,0.0,0,0
545,Dania,Female,31,25,56,0.0,108,1,Media Manager III,JAXB,Houma,Instituto Politécnico de Tomar,Portugal,0,0,0,1,4.0,6.0,0,0
546,Quill,Male,33,41,74,0.0,107,1,Cost Accountant,Hlookups,Ute,Centro Universitário de Araraquara,Brazil,0,0,0,0,0.0,0.0,0,0
547,Alessandra,Female,37,22,59,1.0,109,0,Dental Hygienist,IBM XIV,Guamanian,Universitas Pattimura,Indonesia,Yearly,0,0,0,0.0,15.0,0,0
548,Ursala,Female,21,27,48,0.0,115,0,Actuary,,Seminole,"University of the West Indies, Mona",Jamaica,0,0,0,0,2.0,1.0,0,0
549,Haydon,Male,32,26,58,0.0,113,1,GIS Technical Architect,Agribusiness,Cambodian,,Brazil,0,Yearly,0,0,10.0,0.0,0,0
550,Joleen,Female,10,28,38,0.0,131,1,Assistant Professor,,Latin American Indian,Zhengda Software College,China,Seldom,Seldom,0,0,6.0,1.0,0,0
551,Agathe,Female,28,33,61,0.0,112,0,Health Coach IV,Keyboards,White,Northwestern University In Qatar,Qatar,0,Yearly,0,0,3.0,0.0,0,0
552,Sayers,Male,33,35,68,0.0,116,1,Assistant Media Planner,,Kiowa,,Chile,Often,0,0,0,4.0,2.0,0,0
553,Katalin,Female,26,50,76,0.0,112,1,Budget/Accounting Analyst I,,South American,,Pakistan,Often,0,0,0,4.0,3.0,0,0
554,Charlton,Male,46,36,82,0.0,108,0,GIS Technical Architect,,Taiwanese,Ecole Nationale Supérieure de Chimie de Montpellier,France,Weekly,0,0,0,1.0,14.0,0,0
555,Laney,Female,44,33,77,1.0,112,0,Help Desk Technician,Olympic,Shoshone,,Sweden,Often,Monthly,0,0,4.0,0.0,0,0
556,Davidde,Male,42,19,61,0.0,110,1,GIS Technical Architect,Office Administration,Pueblo,York University,,0,0,0,0,0.0,0.0,0,0
557,Drucy,Female,29,39,68,0.0,99,0,Sales Representative,Xcode,Kiowa,,Russia,0,Weekly,0,1,7.0,0.0,0,0
558,Ashly,Female,36,20,56,0.0,119,1,Operator,Rational XDE,Lumbee,University of Luxemburg,Luxembourg,0,0,0,0,0.0,0.0,0,0
559,Nariko,Female,33,3,36,0.0,100,1,,Team Effectiveness,Iroquois,Dalarna University College,Sweden,Monthly,0,0,0,0.0,5.0,0,0
560,Connie,Male,30,23,53,0.0,103,1,Administrative Assistant III,Gcov,Panamanian,Universidad Rural de Guatemala,Guatemala,0,0,0,1,14.0,1.0,0,0
561,Maje,Male,22,43,65,0.0,128,0,,AAT,Filipino,University of San Carlos,Philippines,0,0,0,1,0.0,0.0,0,0
562,Waly,Female,26,51,77,0.0,102,0,VP Accounting,PTLLS,Chickasaw,Institute of Management and Economy,,Yearly,Once,0,0,5.0,0.0,0,0
563,Myrah,Female,20,43,63,0.0,110,1,Executive Secretary,Khalix,Central American,Technological University (Thanlyin),Myanmar,0,0,0,0,2.0,0.0,0,0
564,Chrissy,Male,29,41,70,0.0,122,0,Help Desk Technician,,Menominee,Universität Liechtenstein,Liechtenstein,0,Weekly,0,1,7.0,2.0,0,0
565,Lenard,Male,27,19,46,0.0,121,1,Senior Editor,,Shoshone,"Moscow State Institute of Radiotechnics, Electronics and Automation (Technical University)",,Daily,0,0,1,10.0,0.0,0,0
566,Somerset,Male,21,27,48,1.0,101,0,Tax Accountant,NDC,Navajo,Universidad de San Buenaventura,Colombia,0,Daily,0,1,0.0,0.0,0,0
567,Erick,Male,44,38,82,0.0,116,1,Safety Technician IV,Company Set-up,Tongan,Université de Bandundu Ville,,0,Daily,0,0,9.0,4.0,0,0
568,Flossi,Female,11,26,37,0.0,107,1,Geologist I,Type Approval,Hmong,Vilnius Gediminas Technical University,Lithuania,0,Seldom,0,0,0.0,7.0,0,0
569,Bryce,Male,31,36,67,0.0,86,0,Senior Quality Engineer,,Peruvian,Technical University of Zielona Gora,Poland,0,Once,0,0,7.0,0.0,0,0
570,Andras,Male,32,51,83,0.0,109,0,Media Manager I,HDF5,Ecuadorian,Instituto Politécnico da Guarda,,0,0,0,0,0.0,1.0,0,0
571,Dasie,Female,17,10,27,0.0,113,1,Librarian,MS Axapta,Latin American Indian,Universidad Metropolitana Latin Campus,Mexico,0,Never,0,0,0.0,5.0,0,0
572,Kinnie,Male,31,45,76,0.0,100,1,Editor,OEM Management,Shoshone,Pedagogical University of Zielona Gora,Poland,0,0,0,0,2.0,9.0,0,0
573,Merilyn,Female,45,41,86,0.0,110,1,VP Product Management,VOD,Creek,Universidad Nacional de San Martín,Peru,0,Yearly,0,0,3.0,0.0,0,0
574,Efrem,Male,37,35,72,1.0,119,1,Recruiting Manager,HSE auditing,Houma,Perak Islamic College,Malaysia,0,Seldom,0,0,0.0,0.0,0,0
575,Marylin,Female,20,12,32,0.0,92,0,,PQRI,Cree,,France,0,0,0,0,7.0,2.0,0,0
576,Traver,Male,52,23,75,0.0,100,0,Senior Sales Associate,,Tohono O'Odham,Harbin Medical University,China,0,0,0,0,0.0,1.0,0,0
577,Hilario,Male,32,37,69,0.0,114,0,Senior Financial Analyst,,Dominican (Dominican Republic),Instituto Tecnológico de Aguascalientes,,Often,Often,0,0,2.0,9.0,0,0
578,Celeste,Female,37,31,68,0.0,99,1,Human Resources Assistant III,Ambulatory Care,American Indian and Alaska Native (AIAN),University of Southern Philippines Foundation,Philippines,0,0,0,0,17.0,14.0,0,0
579,Kevin,Male,45,38,83,0.0,118,1,Structural Analysis Engineer,xBase,Native Hawaiian,Huaqiao University Quanzhuo,China,0,0,0,0,11.0,0.0,0,0
580,Hedvig,Female,21,29,50,0.0,111,1,Quality Engineer,RFP Generation,Malaysian,Technological Education Institute of Larissa,,0,0,0,0,4.0,0.0,0,0
581,Brigid,Female,28,30,58,0.0,106,1,Sales Associate,Characterization,Thai,Université Mohammed Ier,,0,0,0,0,2.0,0.0,0,0
582,Ailis,Female,26,41,67,0.0,119,1,Help Desk Operator,SaaS,Chickasaw,Concordia University College of Alberta,Canada,0,Monthly,0,0,5.0,9.0,0,0
583,Simone,Male,22,18,40,0.0,103,0,VP Quality Control,QSA,Paiute,,China,0,0,0,0,6.0,2.0,0,0
584,Hunfredo,Male,33,21,54,0.0,125,1,Librarian,Human Rights,Yakama,University of Tuzla,Bosnia and Herzegovina,0,0,0,0,0.0,6.0,0,0
585,Editha,Female,42,29,71,0.0,112,0,VP Accounting,NCSS,Spaniard,Bashkir State University,Russia,0,Never,0,0,0.0,1.0,0,0
586,Harriott,Female,29,33,62,0.0,105,1,Senior Editor,CDMA2000,Eskimo,"Rajamangala University of Technology, Lanna Chiang Rai",Thailand,Often,Monthly,0,0,0.0,0.0,0,0
587,Hew,Male,21,25,46,1.0,117,0,Business Systems Development Analyst,American Sign Language,Laotian,Universidade de Taubaté,Brazil,0,0,0,0,0.0,2.0,0,0
588,Amitie,Female,24,40,64,0.0,120,0,,,Tlingit-Haida,Scandinavian Art and Business Institute,,0,0,0,0,0.0,0.0,0,0
589,Jillian,Female,36,35,71,0.0,108,1,General Manager,Outdoors,Central American,Assumption University of Thailand,Thailand,0,0,0,1,0.0,0.0,0,0
590,Law,Male,41,31,72,0.0,113,0,Marketing Manager,,Bolivian,Ecole Supérieure d'Agriculture de Purpan,,0,0,0,0,3.0,0.0,0,0
591,Guido,Male,21,22,43,0.0,114,1,,MLOAD,Yuman,Universitas Tadulako,Indonesia,0,0,0,0,0.0,0.0,0,0
592,Mozes,Male,16,39,55,0.0,124,0,Compensation Analyst,Rational XDE,Colville,Bogor Agricultural University,Indonesia,0,0,0,0,0.0,0.0,0,0
593,Luce,Male,48,22,70,0.0,112,1,,Football,Asian,Universidade Vale do Rio dos Sinos,Brazil,0,0,0,0,14.0,0.0,0,0
594,Stacy,Female,35,35,70,0.0,107,0,,TGI,Argentinian,Instituto Superior de Ciências Empresariais e de Turismo,Portugal,0,0,0,0,0.0,0.0,0,0
595,Elianore,Female,46,18,64,0.0,117,0,Director of Sales,Prototype.js,Choctaw,Nevsky Institute of Language and Culture,,0,Seldom,0,0,3.0,1.0,0,0
596,Elset,Female,23,50,73,0.0,132,1,VP Sales,,Chippewa,,Nigeria,0,0,0,0,0.0,0.0,0,0
597,Vinnie,Female,33,31,64,0.0,100,1,Accountant III,CNG,Guamanian,Guangdong Peizheng College ,China,0,Often,0,0,0.0,2.0,0,0
598,Kalle,Male,31,26,57,0.0,112,0,Librarian,LP,Paiute,University of the City of Manila,Philippines,0,0,0,0,7.0,0.0,0,0
599,Kaiser,Male,14,35,49,1.0,104,0,Junior Executive,BPL,Paiute,,,0,Never,0,0,0.0,13.0,0,0
600,Essie,Female,26,19,45,0.0,107,0,Web Developer IV,,Tlingit-Haida,Universidad Nacional de Luján,,0,0,0,0,0.0,4.0,0,0
601,Lamar,Male,22,24,46,0.0,111,1,Nurse Practicioner,CQT,Yuman,,Sweden,0,0,0,0,1.0,7.0,0,0
602,Leoline,Female,50,27,77,0.0,111,0,Assistant Manager,HP uCMDB,Choctaw,Universidad Nacional de La Rioja,Argentina,0,0,0,0,2.0,0.0,0,0
603,Cindi,Female,36,18,54,0.0,104,0,Sales Associate,CSA 2010,Black or African American,,Portugal,Monthly,0,0,0,1.0,7.0,0,0
604,Angelique,Female,42,23,65,0.0,86,0,Sales Associate,Make vs Buy,Panamanian,,China,0,0,0,0,0.0,0.0,0,0
605,Ambur,Female,26,29,55,0.0,116,1,,Social Psychology,South American,Shanghai International Studies University,China,Daily,0,0,0,0.0,12.0,0,0
606,Douglas,Male,22,11,33,0.0,112,0,Desktop Support Technician,,Mexican,Université Abdou Moumouni de Niamey,Niger,0,Often,0,0,5.0,0.0,0,0
607,Ami,Female,37,31,68,0.0,98,1,,,Guatemalan,Black Hills State University,United States,0,0,0,0,0.0,0.0,0,0
608,Kristos,Male,29,51,80,0.0,103,0,Analyst Programmer,SBIR,South American,American International University West Africa,Gambia,0,Monthly,0,0,0.0,0.0,0,0
609,Lorens,Male,39,34,73,0.0,121,0,Product Engineer,,Latin American Indian,Universidad México Americana del Norte,Mexico,0,Once,0,0,1.0,7.0,0,0
610,Holly-anne,Female,23,41,64,0.0,120,0,Software Consultant,,Fijian,,Portugal,0,Monthly,0,0,2.0,6.0,0,0
611,Jeri,Female,13,20,33,0.0,124,1,Actuary,Fluorescence Microscopy,Colombian,,Colombia,0,Monthly,0,0,0.0,0.0,0,0
612,Rudiger,Male,27,43,70,0.0,124,0,Help Desk Operator,WFS,Lumbee,,Poland,0,0,0,0,5.0,0.0,0,0
613,Dewie,Male,31,15,46,0.0,95,1,Programmer Analyst IV,BPML,Paraguayan,University of New York in Prague,Czech Republic,Seldom,Often,0,1,4.0,10.0,0,0
614,Winni,Female,38,39,77,0.0,102,0,Programmer I,,American Indian,,Portugal,0,0,0,0,8.0,12.0,0,0
615,Cesaro,Male,42,40,82,0.0,106,0,Account Representative IV,LMS Test.Lab,Bangladeshi,Ecole Nationale Supérieure des Mines de St-Etienne,France,0,0,0,0,7.0,2.0,0,0
616,Alisun,Female,23,30,53,0.0,115,1,,JProbe,Fijian,Universidade Tecnica de Lisboa,,0,Monthly,0,0,13.0,3.0,0,0
617,Saw,Male,23,62,85,0.0,104,0,Human Resources Manager,,Puerto Rican,,Russia,0,Monthly,0,0,7.0,1.0,0,0
618,Arlene,Female,38,23,61,0.0,93,1,Software Engineer II,,Pueblo,Ecole Normale Supérieure de Paris,France,0,Daily,0,0,0.0,0.0,0,0
619,Evelina,Female,32,45,77,0.0,99,1,Analog Circuit Design manager,Unfair Competition,Guatemalan,,Lithuania,0,0,0,0,0.0,4.0,0,0
620,Waneta,Female,41,18,59,1.0,100,0,Information Systems Manager,,Pima,Universitas Kristen Satya Wacana,Indonesia,0,0,0,0,0.0,4.0,0,0
621,Allen,Male,19,45,64,0.0,106,1,,Digital Electronics,Uruguayan,Universitas Kristen Petra,Indonesia,0,0,0,0,3.0,0.0,0,0
622,Nowell,Male,46,14,60,0.0,113,1,Analog Circuit Design manager,,Taiwanese,St. Andrew Georgian University,Georgia,0,0,0,0,8.0,4.0,0,0
623,Benson,Male,45,53,98,1.0,105,0,Media Manager IV,OWA,Colville,Jingdezhen China Institute,China,0,Yearly,0,0,0.0,1.0,0,0
624,Vonny,Female,31,41,72,0.0,110,1,Executive Secretary,,Guatemalan,Université Sidi Mohammed Ben Abdellah,Morocco,0,Once,0,0,2.0,0.0,0,0
625,Cary,Male,23,45,68,0.0,122,0,Product Engineer,,Laotian,College of Notre Dame,United States,Often,Daily,0,0,5.0,2.0,0,0
626,Candis,Female,22,23,45,0.0,108,0,,Snacks,Black or African American,Shenyang Jianzhu University,China,Yearly,0,0,0,1.0,5.0,0,0
627,Archaimbaud,Male,27,42,69,0.0,115,1,,Client Aquisition,Yuman,,Indonesia,0,0,0,1,0.0,2.0,0,0
628,Raphael,Male,20,10,30,0.0,110,0,Quality Engineer,Cash Flow Forecasting,Yakama,Lipeck State Technical University,Russia,Often,0,0,0,0.0,6.0,0,0
629,Breena,Female,26,38,64,0.0,99,0,Engineer I,Ticket Sales,Alaska Native,"Moldova State University of Medicine and Pharmacy ""N. Testemitsanu""",Moldova,Once,Weekly,0,0,0.0,0.0,0,0
630,Florance,Female,31,19,50,0.0,113,1,Teacher,POS,Colombian,,China,Never,Often,0,0,7.0,0.0,0,0
631,Herc,Male,33,40,73,0.0,101,0,,GPIB,Colville,Les Roches Gruyère University of Applied Sciences,Switzerland,0,0,0,1,1.0,5.0,1,0
632,Felicio,Male,25,29,54,0.0,108,1,Research Assistant III,SRP,Black or African American,China University of Geoscience Beijing,,0,0,0,0,8.0,2.0,0,0
633,Parry,Male,19,51,70,0.0,111,1,Environmental Specialist,,Cuban,"Universidad ""Juan Agustín Maza""",Argentina,Seldom,0,0,0,0.0,0.0,0,0
634,Ludovika,Female,28,8,36,0.0,120,0,Health Coach III,Fixed Income,Native Hawaiian,Trinity Theological Seminary,Ghana,0,0,0,0,0.0,6.0,0,0
635,Neale,Male,22,40,62,0.0,113,0,Computer Systems Analyst IV,Long-term Care,Menominee,Guangzhou Normal University,China,Yearly,Yearly,0,0,4.0,0.0,0,0
636,Melony,Female,30,37,67,0.0,112,1,Developer I,NSA,Black or African American,,Argentina,Daily,Once,0,0,2.0,10.0,0,0
637,Xylia,Female,28,25,53,0.0,106,0,Human Resources Manager,Market Research,Chippewa,Brno University of Technology,Czech Republic,0,Once,0,0,0.0,3.0,0,0
638,Godwin,Male,43,36,79,0.0,109,1,VP Accounting,Dubbing,Ottawa,Kazan State Finance and Economics Institute ,Russia,Seldom,Monthly,0,0,2.0,3.0,0,0
639,Audrie,Female,39,21,60,0.0,117,1,Marketing Assistant,,American Indian and Alaska Native (AIAN),Baikal National University of Economics and Law,,0,0,0,0,3.0,0.0,0,0
640,Barbette,Female,30,20,50,0.0,97,1,Data Coordiator,,Micronesian,Azerbaijan International University,,0,0,0,0,0.0,8.0,0,0
641,Bernardina,Female,36,46,82,1.0,107,1,,Defect Life Cycle,Tlingit-Haida,Shanghai Business School,China,0,Never,0,0,2.0,13.0,0,0
642,Ikey,Male,41,13,54,0.0,128,0,Media Manager I,HP Procurve,South American,University of Science and Technology of China,China,0,Often,0,0,3.0,0.0,0,0
643,Heath,Male,29,18,47,0.0,97,1,Software Test Engineer IV,,Uruguayan,Yantai Education Institute & Yantai Television University,China,0,Daily,0,0,13.0,6.0,0,0
644,Feodor,Male,39,29,68,0.0,102,0,Physical Therapy Assistant,UV disinfection,Bolivian,Universitas Kristen Petra,Indonesia,0,0,0,0,7.0,0.0,0,0
645,Berke,Male,27,36,63,0.0,107,0,,Reverse Logistics,Tlingit-Haida,,China,Often,Monthly,0,0,4.0,5.0,0,0
646,Kennedy,Male,32,1,33,0.0,116,1,Chief Design Engineer,JIS,Cuban,"Islamic Azad University, Fars Science & Research Branch",Iran,0,0,0,0,4.0,9.0,0,0
647,Rusty,Male,23,45,68,0.0,109,0,Graphic Designer,,Potawatomi,,China,0,0,0,0,1.0,0.0,0,0
648,Alene,Female,43,41,84,0.0,94,1,Technical Writer,MTA,Apache,State University of New York Downstate Medical Center,United States,0,0,0,0,3.0,2.0,0,0
649,Maitilde,Female,39,35,74,0.0,111,1,Software Engineer II,Affordable Housing,Creek,Universidade do Algarve,Portugal,0,0,0,1,3.0,18.0,0,0
650,Paule,Female,30,24,54,0.0,99,0,VP Accounting,,Tohono O'Odham,,,Daily,Never,0,0,0.0,4.0,0,0
651,Chelsea,Female,17,44,61,0.0,123,0,Technical Writer,RVM,Chilean,Universidad Tecnológica de los Andes de Apurímac,Peru,Once,0,0,0,7.0,0.0,0,0
652,Ward,Male,36,37,73,0.0,110,1,Help Desk Operator,OAS,American Indian,Southwest University,China,0,0,0,0,4.0,0.0,0,0
653,Willa,Female,25,47,72,0.0,111,0,General Manager,Ntop,Honduran,Universitas Ngurah Rai,Indonesia,Yearly,Never,0,0,0.0,13.0,0,0
654,Merrie,Female,37,35,72,0.0,121,0,Sales Representative,Pricing,Chamorro,Escola Superior de Hotelaria e Turismo do Estoril,,0,Never,0,1,0.0,2.0,0,0
655,Erick,Male,30,31,61,0.0,112,1,Statistician II,SAP ERP,Cree,,,0,0,0,0,0.0,0.0,0,0
656,Mary,Female,35,29,64,0.0,95,0,Office Assistant IV,ASP.NET AJAX,Ottawa,Universidade Federal do Piauí,Brazil,0,Monthly,0,1,0.0,12.0,0,0
657,Ilysa,Female,28,33,61,0.0,113,0,Senior Financial Analyst,,Comanche,Ecole Nationale de l'Aviation Civile,France,0,Once,0,0,0.0,0.0,0,0
658,Hayden,Male,27,17,44,0.0,117,0,Account Executive,,Tongan,Universidad Nacional de Entre Ríos,Argentina,0,0,0,1,0.0,0.0,0,0
659,Ileane,Female,35,34,69,0.0,127,0,Occupational Therapist,Legal Assistance,Menominee,Nanjing Forestry University,China,0,0,0,0,7.0,0.0,0,0
660,Rodger,Male,33,4,37,0.0,97,1,Engineer II,WiMAX,Central American,Odlar Yurdu University,Azerbaijan,0,Daily,0,0,0.0,0.0,0,0
661,Fanchette,Female,25,39,64,0.0,105,1,Desktop Support Technician,Molecular Dynamics,Pakistani,,Mozambique,0,Once,0,0,0.0,4.0,0,0
662,Symon,Male,35,37,72,0.0,115,0,VP Accounting,,Cheyenne,Universitas Tarumanagara,Indonesia,0,Once,0,0,11.0,10.0,0,0
663,Saxon,Male,30,26,56,0.0,109,1,Safety Technician II,,Pima,Universitas Haluoleo,Indonesia,0,Daily,0,0,5.0,0.0,0,0
664,Anderea,Female,34,33,67,0.0,118,0,Automation Specialist I,,Aleut,China Foreign Affairs University,China,0,0,0,0,7.0,1.0,0,0
665,Sharia,Female,28,23,51,0.0,106,1,Nuclear Power Engineer,BD+C,Yaqui,,China,0,0,0,0,0.0,3.0,0,0
666,Sandra,Female,45,15,60,0.0,126,1,Research Nurse,IEC 61850,Comanche,Moscow State Industrial University,Russia,0,Never,0,0,0.0,13.0,0,0
667,Sigvard,Male,11,19,30,0.0,95,0,Recruiter,Youth Entrepreneurship,Samoan,King Mongkut's University of Technology Ladkrabang,Thailand,Once,Weekly,0,0,2.0,3.0,0,0
668,Elsbeth,Female,35,38,73,0.0,110,1,Junior Executive,Company Set-up,Aleut,Chongqing Telecommunication College,,Daily,Weekly,0,0,2.0,4.0,0,0
669,Idette,Female,3,34,37,0.0,110,1,Media Manager III,CGL,Yakama,Université de Djibouti,Djibouti,Once,0,0,0,9.0,0.0,0,0
670,Lindsay,Female,18,21,39,0.0,113,0,,,Ute,,Peru,0,Yearly,0,0,0.0,1.0,0,0
671,Ethelind,Female,21,31,52,0.0,106,0,Electrical Engineer,Ignatian Spirituality,Choctaw,Qingdao University of Science and Technology,China,0,Daily,0,0,5.0,2.0,0,0
672,Georgie,Female,18,22,40,0.0,119,1,Nuclear Power Engineer,SPSS,White,University of Nigeria,Nigeria,Monthly,0,0,0,0.0,0.0,0,0
673,Simon,Male,36,32,68,1.0,85,1,Software Engineer III,,Chinese,Glion Institute of Higher Education,Switzerland,Weekly,0,0,0,8.0,0.0,0,0
674,Tandie,Female,29,41,70,0.0,117,0,Associate Professor,Brocade Fibre Switches,Polynesian,State University of Tetova,Macedonia,Weekly,Daily,0,0,4.0,1.0,1,0
675,Flem,Male,43,33,76,0.0,129,0,,SOA,Asian,Chiba Keizai University,Japan,0,0,0,0,6.0,0.0,0,0
676,Carin,Female,50,32,82,0.0,101,0,,Olfaction,Seminole,Ecole Superieur d'Ingenieurs Leonard de Vinci,,Monthly,Never,0,0,0.0,2.0,0,0
677,Orran,Male,26,26,52,0.0,124,1,Mechanical Systems Engineer,SVT,Ecuadorian,"Moscow State University of Economics, Statistics and Informatics",Russia,Often,Daily,0,1,5.0,0.0,0,0
678,Vinita,Female,22,38,60,1.0,120,0,Food Chemist,MRI,Menominee,First Nations University of Canada,Canada,0,Often,0,0,6.0,9.0,0,0
679,Ileana,Female,19,20,39,1.0,101,1,Quality Control Specialist,,Pima,,Micronesia,0,0,0,0,0.0,0.0,0,0
680,Alon,Male,34,12,46,0.0,110,1,,Shotokan Karate,Mexican,Grenoble Ecole de Management,France,Daily,0,0,0,0.0,0.0,0,0
681,Brenna,Female,21,41,62,0.0,113,0,Occupational Therapist,Blackberry Enterprise Server,White,Al-Baath University,Syria,0,Yearly,0,1,5.0,2.0,0,0
682,Laverne,Female,30,21,51,0.0,116,1,Social Worker,Xara,Lumbee,Central South Forestry University,China,0,0,0,0,3.0,0.0,0,0
683,Cassius,Male,42,32,74,0.0,130,0,,Cardiac MRI,Nicaraguan,Universitas Jenderal Soedirman,Indonesia,Weekly,0,0,0,0.0,0.0,0,0
